tupleid,attribute,value
50,measure name,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
50,score,""
50,sample,0 patients
50,stateavg,AL_AMI-7A
51,provider number,10005
51,hospital name,MARSHALL MEDICAL CENTER SOUTH
51,address1,2505 U S HIGHWAY 431 NORTH
51,address2,""
51,address3,""
51,city,BOAZ
51,state,AL
51,zip code,35957
51,county name,MARSHALL
51,phone number,2565938310
51,hospital type,Acute Care Hospitals
51,hospital owner,Government - Hospital District or Authority
51,emergency service,Yes
51,condition,Heart Attack
51,measure code,AMI-8A
51,measure name,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
51,score,""
51,sample,0 patients
51,stateavg,AL_AMI-8A
52,provider number,10005
52,hospital name,MARSHALL MEDICAL CENTER SOUTH
52,address1,2505 U S HIGHWAY 431 NORTH
52,address2,""
52,address3,""
52,city,BOAZ
52,state,AL
52,zip code,35957
52,county name,MARSHALL
52,phone number,2565938310
52,hospital type,Acute Care Hospitals
52,hospital owner,Government - Hospital District or Authority
52,emergency service,Yes
52,condition,Heart Failure
52,measure code,HF-1
52,measure name,Heart Failure Patients Given Discharge Instructions
52,score,78%
52,sample,110 patients
52,stateavg,AL_HF-1
53,provider number,10005
53,hospital name,MARSHALL MEDICAL CENTER SOUTH
53,address1,2505 U S HIGHWAY 431 NORTH
53,address2,""
53,address3,""
53,city,BOAZ
53,state,AL
53,zip code,35957
53,county name,MARSHALL
53,phone number,2565938310
53,hospital type,Acute Care Hospitals
53,hospital owner,Government - Hospital District or Authority
53,emergency service,Yes
53,condition,Heart Failure
53,measure code,HF-2
53,measure name,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
53,score,99%
53,sample,160 patients
53,stateavg,AL_HF-2
54,provider number,10005
54,hospital name,MARSHALL MEDICAL CENTER SOUTH
54,address1,2505 U S HIGHWAY 431 NORTH
54,address2,""
54,address3,""
54,city,BOAZ
54,state,AL
54,zip code,35957
54,county name,MARSHALL
54,phone number,2565938310
54,hospital type,Acute Care Hospitals
54,hospital owner,Government - Hospital District or Authority
54,emergency service,Yes
54,condition,Heart Failure
54,measure code,HF-3
54,measure name,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
54,score,90%
54,sample,69 patients
54,stateavg,AL_HF-3
55,provider number,10005
55,hospital name,MARSHALL MEDICAL CENTER SOUTH
55,address1,2505 U S HIGHWAY 431 NORTH
55,address2,""
55,address3,""
55,city,BOAZ
55,state,AL
55,zip code,35957
55,county name,MARSHALL
55,phone number,2565938310
55,hospital type,Acute Care Hospitals
55,hospital owner,Government - Hospital District or Authority
55,emergency service,Yes
55,condition,Heart Failure
55,measure code,HF-4
55,measure name,Heart Failure Patients Given Smoking Cessation Advice/Counseling
55,score,94%
55,sample,34 patients
55,stateavg,AL_HF-4
56,provider number,10005
56,hospital name,MARSHALL MEDICAL CENTER SOUTH
56,address1,2505 U S HIGHWAY 431 NORTH
56,address2,""
56,address3,""
56,city,BOAZ
56,state,AL
56,zip code,35957
56,county name,MARSHALL
56,phone number,2565938310
56,hospital type,Acute Care Hospitals
56,hospital owner,Government - Hospital District or Authority
56,emergency service,Yes
56,condition,Pneumonia
56,measure code,PN-2
56,measure name,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
56,score,97%
56,sample,172 patients
56,stateavg,AL_PN-2
57,provider number,10005
57,hospital name,MARSHALL MEDICAL CENTER SOUTH
57,address1,2505 U S HIGHWAY 431 NORTH
57,address2,""
57,address3,""
57,city,BOAZ
57,state,AL
57,zip code,35957
57,county name,MARSHALL
57,phone number,2565938310
57,hospital type,Acute Care Hospitals
57,hospital owner,Government - Hospital District or Authority
57,emergency service,Yes
57,condition,Pneumonia
57,measure code,PN-3B
57,measure name,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
57,score,97%
57,sample,120 patients
57,stateavg,AL_PN-3B
58,provider number,10005
58,hospital name,MARSHALL MEDICAL CENTER SOUTH
58,address1,2505 U S HIGHWAY 431 NORTH
58,address2,""
58,address3,""
58,city,BOAZ
58,state,AL
58,zip code,35957
58,county name,MARSHALL
58,phone number,2565938310
58,hospital type,Acute Care Hospitals
58,hospital owner,Government - Hospital District or Authority
58,emergency service,Yes
58,condition,Pneumonia
58,measure code,PN-4
58,measure name,Pneumonia Patients Given Smoking Cessation Advice/Counseling
58,score,97%
58,sample,98 patients
58,stateavg,AL_PN-4
59,provider number,10005
59,hospital name,MARSHALL MEDICAL CENTER SOUTH
59,address1,2505 U S HIGHWAY 431 NORTH
59,address2,""
59,address3,""
59,city,BOAZ
59,state,AL
59,zip code,35957
59,county name,MARSHALL
59,phone number,2565938310
59,hospital type,Acute Care Hospitals
59,hospital owner,Government - Hospital District or Authority
59,emergency service,Yes
59,condition,Pneumonia
59,measure code,PN-5C
59,measure name,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
59,score,96%
59,sample,211 patients
59,stateavg,AL_PN-5C
60,provider number,10005
60,hospital name,MARSHALL MEDICAL CENTER SOUTH
60,address1,2505 U S HIGHWAY 431 NORTH
60,address2,""
60,address3,""
60,city,BOAZ
60,state,AL
60,zip code,35957
60,county name,MARSHALL
60,phone number,2565938310
60,hospital type,Acute Care Hospitals
60,hospital owner,Government - Hospital District or Authority
60,emergency service,Yes
60,condition,Pneumonia
60,measure code,PN-6
60,measure name,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
60,score,92%
60,sample,175 patients
60,stateavg,AL_PN-6
61,provider number,10005
61,hospital name,MARSHALL MEDICAL CENTER SOUTH
61,address1,2505 U S HIGHWAY 431 NORTH
61,address2,""
61,address3,""
61,city,BOAZ
61,state,AL
61,zip code,35957
61,county name,MARSHALL
61,phone number,2565938310
61,hospital type,Acute Care Hospitals
61,hospital owner,Government - Hospital District or Authority
61,emergency service,Yes
61,condition,Pneumonia
61,measure code,PN-7
61,measure name,Pneumonia Patients Assessed and Given Influenza Vaccination
61,score,81%
61,sample,118 patients
61,stateavg,AL_PN-7
62,provider number,10005
62,hospital name,MARSHALL MEDICAL CENTER SOUTH
62,address1,2505 U S HIGHWAY 431 NORTH
62,address2,""
62,address3,""
62,city,BOAZ
62,state,AL
62,zip code,35957
62,county name,MARSHALL
62,phone number,2565938310
62,hospital type,Acute Care Hospitals
62,hospital owner,Government - Hospital District or Authority
62,emergency service,Yes
62,condition,Surgical Infection Prevention
62,measure code,SCIP-CARD-2
62,measure name,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
62,score,36%
62,sample,14 patients
62,stateavg,AL_SCIP-CARD-2
63,provider number,10005
63,hospital name,MARSHALL MEDICAL CENTER SOUTH
63,address1,2505 U S HIGHWAY 431 NORTH
63,address2,""
63,address3,""
63,city,BOAZ
63,state,AL
63,zip code,35957
63,county name,MARSHALL
63,phone number,2565938310
63,hospital type,Acute Care Hospitals
63,hospital owner,Government - Hospital District or Authority
63,emergency service,Yes
63,condition,Surgical Infection Prevention
63,measure code,SCIP-INF-1
63,measure name,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
63,score,96%
63,sample,168 patients
63,stateavg,AL_SCIP-INF-1
64,provider number,10005
64,hospital name,MARSHALL MEDICAL CENTER SOUTH
64,address1,2505 U S HIGHWAY 431 NORTH
64,address2,""
64,address3,""
64,city,BOAZ
64,state,AL
64,zip code,35957
64,county name,MARSHALL
64,phone number,2565938310
64,hospital type,Acute Care Hospitals
64,hospital owner,Government - Hospital District or Authority
64,emergency service,Yes
64,condition,Surgical Infection Prevention
64,measure code,SCIP-INF-2
64,measure name,surgery patients who were given the  right kind  of antibiotic to help prevent infection
64,score,93%
64,sample,167 patients
64,stateavg,AL_SCIP-INF-2
65,provider number,10005
65,hospital name,MARSHALL MEDICAL CENTER SOUTH
65,address1,2505 U S HIGHWAY 431 NORTH
65,address2,""
65,address3,""
65,city,BOAZ
65,state,AL
65,zip code,35957
65,county name,MARSHALL
65,phone number,2565938310
65,hospital type,Acute Care Hospitals
65,hospital owner,Government - Hospital District or Authority
65,emergency service,Yes
65,condition,Surgical Infection Prevention
65,measure code,SCIP-INF-3
65,measure name,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
65,score,95%
65,sample,158 patients
65,stateavg,AL_SCIP-INF-3
66,provider number,10005
66,hospital name,MARSHALL MEDICAL CENTER SOUTH
66,address1,2505 U S HIGHWAY 431 NORTH
66,address2,""
66,address3,""
66,city,BOAZ
66,state,AL
66,zip code,35957
66,county name,MARSHALL
66,phone number,2565938310
66,hospital type,Acute Care Hospitals
66,hospital owner,Government - Hospital District or Authority
66,emergency service,Yes
66,condition,Surgical Infection Prevention
66,measure code,SCIP-INF-4
66,measure name,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
66,score,""
66,sample,0 patients
66,stateavg,AL_SCIP-INF-4
67,provider number,10005
67,hospital name,MARSHALL MEDICAL CENTER SOUTH
67,address1,2505 U S HIGHWAY 431 NORTH
67,address2,""
67,address3,""
67,city,BOAZ
67,state,AL
67,zip code,35957
67,county name,MARSHALL
67,phone number,2565938310
67,hospital type,Acute Care Hospitals
67,hospital owner,Government - Hospital District or Authority
67,emergency service,Yes
67,condition,Surgical Infection Prevention
67,measure code,SCIP-INF-6
67,measure name,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
67,score,100%
67,sample,237 patients
67,stateavg,AL_SCIP-INF-6
68,provider number,10005
68,hospital name,MARSHALL MEDICAL CENTER SOUTH
68,address1,2505 U S HIGHWAY 431 NORTH
68,address2,""
68,address3,""
68,city,BOAZ
68,state,AL
68,zip code,35957
68,county name,MARSHALL
68,phone number,2565938310
68,hospital type,Acute Care Hospitals
68,hospital owner,Government - Hospital District or Authority
68,emergency service,Yes
68,condition,Surgical Infection Prevention
68,measure code,SCIP-VTE-1
68,measure name,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
68,score,78%
68,sample,76 patients
68,stateavg,AL_SCIP-VTE-1
69,provider number,10005
69,hospital name,MARSHALL MEDICAL CENTER SOUTH
69,address1,2505 U S HIGHWAY 431 NORTH
69,address2,""
69,address3,""
69,city,BOAZ
69,state,AL
69,zip code,35957
69,county name,MARSHALL
69,phone number,2565938310
69,hospital type,Acute Care Hospitals
83,emergency service,Yes
69,hospital owner,Government - Hospital District or Authority
69,emergency service,Yes
69,condition,Surgical Infection Prevention
69,measure code,SCIP-VTE-2
69,measure name,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
69,score,74%
69,sample,76 patients
69,stateavg,AL_SCIP-VTE-2
70,provider number,10006
70,hospital name,ELIZA COFFEE MEMORIAL HOSPITAL
70,address1,205 MARENGO STREET
70,address2,""
70,address3,""
70,city,FLORENCE
70,state,AL
70,zip code,35631
70,county name,LAUDERDALE
70,phone number,2567688400
70,hospital type,Acute Care Hospitals
70,hospital owner,Voluntary non-profit - Other
70,emergency service,Yes
70,condition,Heart Attack
70,measure code,AMI-1
70,measure name,Heart Attack Patients Given Aspirin at Arrival
70,score,97%
70,sample,159 patients
70,stateavg,AL_AMI-1
71,provider number,10006
71,hospital name,ELIZA COFFEE MEMORIAL HOSPITAL
71,address1,205 MARENGO STREET
71,address2,""
71,address3,""
71,city,FLORENCE
71,state,AL
71,zip code,35631
71,county name,LAUDERDALE
71,phone number,2567688400
71,hospital type,Acute Care Hospitals
71,hospital owner,Voluntary non-profit - Other
71,emergency service,Yes
71,condition,Heart Attack
71,measure code,AMI-2
71,measure name,Heart Attack Patients Given Aspirin at Discharge
71,score,96%
71,sample,247 patients
71,stateavg,AL_AMI-2
72,provider number,10006
72,hospital name,ELIZA COFFEE MEMORIAL HOSPITAL
72,address1,205 MARENGO STREET
72,address2,""
72,address3,""
72,city,FLORENCE
72,state,AL
72,zip code,35631
72,county name,LAUDERDALE
72,phone number,2567688400
72,hospital type,Acute Care Hospitals
72,hospital owner,Voluntary non-profit - Other
72,emergency service,Yes
72,condition,Heart Attack
72,measure code,AMI-3
72,measure name,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
72,score,93%
72,sample,43 patients
72,stateavg,AL_AMI-3
73,provider number,10006
73,hospital name,ELIZA COFFEE MEMORIAL HOSPITAL
73,address1,205 MARENGO STREET
73,address2,""
73,address3,""
73,city,FLORENCE
73,state,AL
73,zip code,35631
73,county name,LAUDERDALE
73,phone number,2567688400
73,hospital type,Acute Care Hospitals
73,hospital owner,Voluntary non-profit - Other
73,emergency service,Yes
73,condition,Heart Attack
73,measure code,AMI-4
73,measure name,Heart Attack Patients Given Smoking Cessation Advice/Counseling
73,score,100%
73,sample,103 patients
73,stateavg,AL_AMI-4
74,provider number,10006
74,hospital name,ELIZA COFFEE MEMORIAL HOSPITAL
74,address1,205 MARENGO STREET
74,address2,""
74,address3,""
74,city,FLORENCE
74,state,AL
74,zip code,35631
74,county name,LAUDERDALE
74,phone number,2567688400
74,hospital type,Acute Care Hospitals
74,hospital owner,Voluntary non-profit - Other
74,emergency service,Yes
74,condition,Heart Attack
74,measure code,AMI-5
74,measure name,Heart Attack Patients Given Beta Blocker at Discharge
74,score,96%
74,sample,227 patients
74,stateavg,AL_AMI-5
75,provider number,10006
75,hospital name,ELIZA COFFEE MEMORIAL HOSPITAL
75,address1,205 MARENGO STREET
75,address2,""
75,address3,""
75,city,FLORENCE
75,state,AL
75,zip code,35631
75,county name,LAUDERDALE
75,phone number,2567688400
75,hospital type,Acute Care Hospitals
75,hospital owner,Voluntary non-profit - Other
75,emergency service,Yes
75,condition,Heart Attack
75,measure code,AMI-7A
75,measure name,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
75,score,""
75,sample,0 patients
75,stateavg,AL_AMI-7A
76,provider number,10006
76,hospital name,ELIZA COFFEE MEMORIAL HOSPITAL
76,address1,205 MARENGO STREET
76,address2,""
76,address3,""
76,city,FLORENCE
76,state,AL
76,zip code,35631
76,county name,LAUDERDALE
76,phone number,2567688400
76,hospital type,Acute Care Hospitals
76,hospital owner,Voluntary non-profit - Other
76,emergency service,Yes
76,condition,Heart Attack
76,measure code,AMI-8A
76,measure name,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
76,score,98%
76,sample,61 patients
76,stateavg,AL_AMI-8A
77,provider number,10006
77,hospital name,ELIZA COFFEE MEMORIAL HOSPITAL
77,address1,205 MARENGO STREET
77,address2,""
77,address3,""
77,city,FLORENCE
77,state,AL
77,zip code,35631
77,county name,LAUDERDALE
77,phone number,2567688400
77,hospital type,Acute Care Hospitals
77,hospital owner,Voluntary non-profit - Other
77,emergency service,Yes
77,condition,Heart Failure
77,measure code,HF-1
77,measure name,Heart Failure Patients Given Discharge Instructions
77,score,79%
77,sample,217 patients
77,stateavg,AL_HF-1
78,provider number,10006
78,hospital name,ELIZA COFFEE MEMORIAL HOSPITAL
78,address1,205 MARENGO STREET
78,address2,""
78,address3,""
78,city,FLORENCE
78,state,AL
78,zip code,35631
78,county name,LAUDERDALE
78,phone number,2567688400
78,hospital type,Acute Care Hospitals
78,hospital owner,Voluntary non-profit - Other
78,emergency service,Yes
78,condition,Heart Failure
78,measure code,HF-2
78,measure name,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
78,score,97%
78,sample,259 patients
78,stateavg,AL_HF-2
79,provider number,10006
79,hospital name,ELIZA COFFEE MEMORIAL HOSPITAL
79,address1,205 MARENGO STREET
79,address2,""
79,address3,""
79,city,FLORENCE
79,state,AL
79,zip code,35631
79,county name,LAUDERDALE
79,phone number,2567688400
